Kod,Razem,0 – 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 - 89,90 - 94,95 lat i więcej
K57.0          ,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,3,9,3,3
K57.2          ,208,-,-,-,-,-,-,1,-,2,2,4,8,17,23,20,25,46,33,25,2
K57.3          ,9,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,6,-,-,-
K57.4          ,39,-,-,-,-,-,-,-,-,-,-,1,1,3,3,5,6,8,8,4,-
K57.8          ,30,-,-,-,-,-,-,-,-,2,1,2,1,3,1,1,4,5,5,5,-
K57.9          ,3,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,1,-,-
K59.1          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K59.3          ,5,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,1,2,-,-,-
K59.9          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
K60.3          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
K60.5          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K61.0          ,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,1
K61.1          ,7,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,2,-,1,-,-
K61.2          ,3,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,-
K62.6          ,2,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-
K62.8          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
K63.0          ,17,-,-,-,-,-,-,-,1,-,-,-,2,1,2,3,3,2,2,1,-
K63.1          ,2,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K63.2          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K63.3          ,24,-,-,-,-,-,-,1,1,-,1,1,3,1,1,1,6,1,4,3,-
K63.8          ,48,1,-,-,-,-,-,-,-,-,1,1,2,6,8,5,5,7,5,7,-
K63.9          ,109,-,-,-,-,1,-,-,1,-,2,1,4,5,12,16,20,17,22,5,3
K66.8          ,161,-,-,-,-,1,-,2,-,1,5,2,11,20,17,17,19,24,26,12,4
K66.9          ,12,-,-,-,-,-,-,-,-,-,-,-,-,3,2,3,2,-,-,1,1
K70.0          ,38,-,-,-,-,-,3,2,2,1,2,5,7,4,7,3,-,-,2,-,-
K70.1          ,67,-,-,-,-,-,2,6,4,8,7,6,9,13,6,2,2,1,1,-,-
K70.2          ,36,-,-,-,-,-,-,-,2,1,5,3,7,9,6,2,1,-,-,-,-
K70.3          ,3935,-,-,-,-,3,42,102,213,321,409,463,632,776,633,230,76,28,7,-,-
K70.4          ,1051,-,-,-,-,2,13,31,70,105,104,112,155,184,183,66,15,5,4,2,-
K70.9          ,486,-,-,-,-,-,3,14,37,45,41,59,73,94,71,28,14,3,4,-,-
K71.0          ,11,-,-,-,-,-,-,1,-,-,-,2,1,2,2,2,-,1,-,-,-
K71.1          ,7,-,-,-,-,-,-,2,-,-,1,-,-,3,1,-,-,-,-,-,-
K71.2          ,4,-,-,-,-,-,-,-,1,1,-,-,1,-,-,1,-,-,-,-,-
K71.3          ,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
K71.5          ,2,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-
K71.6          ,3,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-
K71.7          ,40,-,-,-,-,-,1,1,-,2,4,5,6,5,9,4,2,-,-,1,-
K71.8          ,9,-,-,-,-,-,-,1,1,1,-,-,4,1,-,-,1,-,-,-,-
K71.9          ,73,1,-,-,-,-,-,3,2,-,5,6,9,9,18,10,5,4,-,1,-
K72.0          ,7,-,-,-,-,-,-,-,-,1,-,-,3,-,1,1,-,-,1,-,-
K72.1          ,9,-,-,-,-,-,1,-,-,1,2,1,2,-,-,1,-,-,1,-,-
K72.9          ,31,-,-,-,-,-,1,1,2,2,1,-,3,2,7,6,2,1,3,-,-
K73.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K73.1          ,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
K73.2          ,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,-
K73.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K73.9          ,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-
K74.0          ,50,-,-,-,-,-,-,-,-,2,4,7,5,15,11,4,1,1,-,-,-
K74.1          ,5,-,-,-,-,-,-,-,1,-,-,-,-,1,1,-,1,1,-,-,-
K74.2          ,18,-,-,-,-,-,-,-,-,1,3,1,3,1,3,1,2,-,2,1,-
K74.3          ,62,-,-,-,-,-,1,1,1,-,2,4,2,10,15,10,7,5,2,2,-
K74.4          ,2,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-
K74.5          ,154,-,-,-,-,-,1,2,2,2,6,8,14,27,19,14,23,23,9,4,-
K74.6          ,1740,-,-,1,-,1,3,26,48,75,99,168,223,314,287,188,108,96,75,22,6
K75.0          ,26,-,-,-,-,-,-,-,-,-,1,1,2,1,7,7,2,1,3,1,-
K75.8          ,7,-,-,-,-,-,-,-,-,-,1,1,1,-,-,2,2,-,-,-,-
K75.9          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K76.0          ,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-
K76.2          ,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-
K76.3          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
K76.6          ,7,-,-,-,-,-,-,-,-,2,-,-,-,2,2,-,1,-,-,-,-
K76.7          ,140,-,-,-,-,-,1,4,6,6,13,15,15,23,24,12,9,6,5,1,-
K76.8          ,77,-,-,-,-,-,1,3,8,3,3,11,8,9,12,3,4,6,4,2,-
K76.9          ,25,-,-,-,-,-,-,-,-,2,-,4,3,6,5,1,1,2,1,-,-
K80.0          ,210,-,-,-,-,-,-,1,1,-,2,4,4,12,10,19,25,50,45,31,6
K80.1          ,56,-,-,-,-,-,-,-,1,1,-,-,1,4,4,7,7,9,11,6,5
K80.2          ,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-
K80.3          ,100,-,-,-,-,-,-,-,-,-,-,1,4,3,13,6,10,16,17,27,3
K80.4          ,24,-,-,-,-,-,-,-,-,-,-,1,-,1,1,3,3,5,5,4,1
K80.5          ,25,-,-,-,-,-,-,-,-,-,-,1,1,-,1,4,2,5,7,3,1
K80.8          ,17,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,4,6,3,1
K81.0          ,158,-,-,-,-,-,-,-,-,-,1,2,5,7,16,21,22,33,29,12,10
K81.1          ,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-
K81.8          ,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,1,-,-
K81.9          ,22,-,-,-,-,-,-,-,-,-,-,2,-,-,2,3,2,6,2,4,1
K82.0          ,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-
K82.1          ,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-
K82.2          ,41,-,-,-,-,-,-,-,-,-,-,-,-,-,6,7,6,6,12,4,-
K82.3          ,2,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-
K82.8          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-
K82.9          ,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1
K83.0          ,124,-,-,-,-,-,-,-,1,-,-,1,4,6,10,10,20,26,26,17,3
K83.1          ,20,-,-,-,-,-,-,-,-,-,-,1,1,-,4,3,5,3,2,1,-
K83.3          ,8,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,1,-,3,-,-
K83.8          ,17,-,-,-,-,-,-,-,1,-,-,-,-,1,-,1,3,4,4,2,1
K83.9          ,13,-,-,-,-,-,-,-,1,-,-,-,-,2,-,2,2,3,2,1,-
K85.0          ,446,-,-,-,1,4,9,14,23,19,16,26,30,44,43,44,44,47,48,26,8
K85.1          ,66,-,-,-,-,-,-,-,1,-,-,2,2,6,5,10,6,16,14,4,-
K85.2          ,71,-,-,-,-,2,1,6,9,12,7,7,7,6,9,3,1,1,-,-,-
K85.8          ,110,-,-,-,-,1,1,5,6,10,5,7,8,8,10,13,3,18,12,2,1
K85.9          ,840,-,-,-,1,3,10,23,40,51,39,52,62,97,97,83,66,99,75,33,9
K86.0          ,62,-,-,-,-,1,2,2,4,7,6,11,8,9,9,3,-,-,-,-,-
K86.1          ,54,-,-,-,-,-,-,-,2,1,6,8,8,6,8,2,4,3,4,1,1
K86.2          ,4,-,-,-,-,-,-,-,1,-,-,-,-,1,-,1,1,-,-,-,-
K86.3          ,5,-,-,-,-,-,-,-,-,-,3,1,-,-,-,1,-,-,-,-,-
K86.8          ,42,-,-,-,-,-,1,2,1,-,1,4,4,4,6,4,3,4,6,-,2
K86.9          ,43,-,-,-,-,-,-,2,-,5,2,4,10,5,6,3,1,2,2,1,-
K90.0          ,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
K90.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
K90.9          ,2,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
K92.2          ,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
K92.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
K92.9          ,109,-,-,-,-,-,1,2,-,2,3,6,6,10,9,14,13,13,23,5,2
L02.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
L02.1          ,2,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-
L02.2          ,6,-,-,-,-,-,1,-,-,-,-,2,-,2,-,-,-,-,1,-,-
L02.3          ,3,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-
L02.4          ,10,-,-,-,-,-,-,-,-,-,1,-,2,1,3,2,-,-,-,1,-
L02.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
L02.9          ,6,-,-,-,-,-,-,-,-,1,-,-,-,2,-,1,1,-,-,1,-
L03.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
L03.1          ,16,-,-,-,-,-,-,-,-,-,2,-,1,1,2,2,-,5,3,-,-
L03.3          ,5,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,2,-,1,-,-
L03.8          ,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-
L03.9          ,3,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-,-
L04.3          ,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
L08.0          ,109,-,-,-,-,-,-,1,-,2,1,8,7,12,14,15,11,16,16,5,1
L08.8          ,308,-,-,-,-,-,-,1,1,3,8,12,8,24,33,37,31,48,60,31,11
L08.9          ,7,-,-,-,-,-,-,-,-,-,-,-,-,4,1,1,-,1,-,-,-
L10.0          ,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-
L10.9          ,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
L13.9          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
L51.2          ,6,-,1,-,-,-,-,-,-,-,-,1,-,-,2,-,1,1,-,-,-
L55.9          ,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
M00.0          ,4,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1,-,-,-
M00.8          ,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-
M00.9          ,9,-,-,-,-,-,-,-,-,-,-,-,-,2,3,1,1,-,2,-,-
M05.2          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
M05.3          ,37,-,-,-,-,-,-,1,-,-,-,1,-,5,2,5,8,10,3,2,-
M05.8          ,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,2,-,-
M05.9          ,117,-,-,-,-,-,-,-,-,1,-,-,5,8,24,17,19,28,13,2,-
M06.0          ,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,-,-,-
M06.1          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
M06.4          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
M06.8          ,10,-,-,-,-,-,-,-,-,-,1,1,1,-,1,2,-,3,1,-,-
M06.9          ,83,-,-,-,-,-,-,-,-,-,-,4,3,6,15,11,19,14,8,3,-
M08.2          ,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
M10.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
M10.9          ,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-
M11.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
M13.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
M15.0          ,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,-
M15.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
M15.9          ,13,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,2,3,5,-,-
M30.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
M30.1          ,4,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,-,-,-,-
M30.3          ,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
M30.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
M31.0          ,6,-,-,-,-,-,-,-,-,-,-,-,1,-,2,2,1,-,-,-,-
M31.1          ,2,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-
M31.3          ,35,-,-,-,-,-,-,2,-,2,3,3,-,2,7,8,4,3,1,-,-
M31.4          ,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
M31.8          ,6,-,-,-,-,-,-,-,-,-,-,-,-,1,2,3,-,-,-,-,-
M31.9          ,6,-,-,-,-,-,-,-,-,-,-,-,1,-,-,3,1,-,1,-,-
M32.0          ,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-
M32.1          ,12,-,-,-,-,-,1,1,1,2,1,1,-,1,1,3,-,-,-,-,-
M32.8          ,27,-,-,-,-,1,-,1,3,3,1,3,2,4,2,2,2,2,1,-,-
M32.9          ,44,-,-,-,-,1,-,2,1,1,3,1,4,2,12,10,3,2,1,1,-
M33.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
M33.1          ,2,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-
M33.2          ,3,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-
M33.9          ,4,-,-,-,-,-,-,-,-,-,1,2,1,-,-,-,-,-,-,-,-
M34.0          ,27,-,-,-,-,-,-,-,-,1,3,3,2,2,6,4,3,2,1,-,-
M34.8          ,3,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-,-
M34.9          ,18,-,-,-,-,-,-,-,-,-,1,1,1,4,3,3,2,-,3,-,-
M35.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
M35.1          ,5,-,-,-,-,-,-,-,-,-,-,-,-,-,4,1,-,-,-,-,-
M35.8          ,4,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,-,-,-,-,-
M35.9          ,17,-,-,-,-,-,-,-,1,-,1,-,3,4,2,1,1,2,2,-,-
M41.3          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
M45            ,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
M46.3          ,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-
M46.4          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
M46.5          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
M46.9          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
M47.1          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
M47.9          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
M48.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
M50.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
M51.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
M51.8          ,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
M60.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
M60.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
M60.9          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
M71.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
M80.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
M80.9          ,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,3,-
M86.0          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
M86.1          ,3,-,-,-,-,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-
M86.3          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
M86.4          ,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-
M86.5          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
M86.6          ,3,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,-
M86.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
M86.9          ,4,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-,1,-,-,-,-
N00.0          ,4,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,2,-,1,-,-
N00.1          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-
N00.3          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
N00.4          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
N00.8          ,5,-,-,-,1,-,-,-,-,-,-,-,-,2,1,-,1,-,-,-,-
N00.9          ,245,-,-,-,-,-,-,1,4,1,4,6,10,17,30,36,30,48,41,14,3
N01.0          ,2,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-
N01.2          ,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
N01.9          ,6,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,-,1,-,1,-
N02.7          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
N02.9          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-
N03.0          ,5,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,-,-,-,-,1
N03.1          ,5,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,2,1,-,-,-
N03.2          ,8,-,-,-,-,-,-,-,-,1,-,1,-,-,3,2,1,-,-,-,-
N03.3          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
N03.5          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
N03.7          ,4,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,1,-,-,1,-
N03.8          ,92,-,-,-,1,-,1,-,1,1,2,4,3,5,8,9,11,22,20,3,1
N03.9          ,517,-,-,-,-,-,-,-,2,3,7,14,25,28,61,60,66,106,94,42,9
N04.2          ,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-
N04.8          ,2,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-
N04.9          ,50,-,-,-,-,-,-,-,-,1,2,1,2,4,2,10,9,11,6,2,-
N05.2          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
N05.3          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
N05.8          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
N05.9          ,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
N10            ,137,-,-,-,-,-,-,1,1,-,-,1,5,10,8,18,19,32,25,15,2
N11.0          ,180,-,-,-,-,-,-,-,-,1,4,5,1,12,16,19,33,38,33,12,6
N11.8          ,975,1,-,-,1,-,-,1,4,6,7,9,29,37,76,109,130,196,226,113,30
N11.9          ,106,-,-,-,-,-,-,-,1,-,3,4,5,7,8,8,15,20,21,12,2
N12            ,25,-,-,-,-,-,-,-,1,-,-,-,4,3,1,4,2,3,6,-,1
N13.1          ,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1,-
N13.3          ,15,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,2,3,6,1,-
N13.6          ,38,-,-,-,-,-,-,-,-,-,2,-,1,9,6,2,5,6,5,2,-
N13.7          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
N13.8          ,8,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,3,-,2,-,-
N13.9          ,15,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,5,1,5,1,-
N14.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
N14.1          ,3,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,1,-,-
N15.1          ,19,-,-,-,-,-,-,-,-,-,-,-,1,3,3,4,2,2,3,-,1
N15.8          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
N17.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
N18.0          ,18,-,-,-,-,-,-,-,-,-,-,-,1,2,2,3,6,2,1,1,-
N18.8          ,20,-,-,-,-,-,-,-,-,-,-,1,-,1,1,3,1,2,5,5,1
N18.9          ,19,-,-,-,-,-,-,-,1,-,-,1,2,2,2,1,1,3,4,2,-
N19            ,5,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,1,-,2,-
N20.0          ,13,-,-,-,-,-,-,-,-,-,-,1,-,-,1,3,-,3,4,1,-
N20.1          ,9,-,-,-,-,-,-,-,-,1,-,-,-,1,1,1,4,-,-,-,1
N20.2          ,7,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,-,2,-,-,-
N20.9          ,5,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,1,1,1,-,-
N21.0          ,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-
N21.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
N25.8          ,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-
N25.9          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
N28.8          ,193,-,-,-,-,-,-,1,2,4,3,3,5,7,27,19,17,37,44,21,3
N28.9          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
N30.0          ,19,-,-,-,-,-,-,-,-,1,-,-,1,-,1,-,1,6,6,2,1
N30.1          ,5,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,1,1,-
N30.8          ,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,2,-
N30.9          ,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,1,-
N32.0          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-
N32.9          ,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
N39.0          ,1497,-,-,-,-,-,1,5,3,4,8,8,28,53,115,138,152,282,372,251,77
N39.8          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-
N39.9          ,133,-,-,-,-,-,-,1,2,-,1,2,4,5,10,8,11,26,38,17,8
N40            ,20,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,1,8,4,2,2
N41.2          ,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
N45.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
N48.5          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
N49.1          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
N49.2          ,5,-,-,-,-,-,-,-,-,1,1,-,-,2,-,-,-,-,-,1,-
N49.8          ,13,-,-,-,-,-,-,-,1,-,-,1,4,1,2,2,1,-,-,1,-
N49.9          ,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,-
N70.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
N70.9          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-
N71.0          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
N71.1          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
N71.9          ,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
N73.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
N73.9          ,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
N76.2          ,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
N76.4          ,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
N81.3          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
N83.8          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
N93.9          ,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
O44.1          ,2,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
O67.9          ,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
O88.0          ,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
